Time (s),Left Tibialis Anterior A,Left Medial Gastrocnemius A,Right Tibialis Anterior A,Right Medial Gastrocnemius A,Left Rectus Femoris A,Left Medial Hamstrings A,Right Rectus Femoris A,Right Medial Hamstrings A,Left Peroneus A,Left Soleus A,Right Peroneus A,Right Soleus A
6.1775,-1.18E-07,5.59E-06,-9.65E-05,-4.70E-05,2.14E-05,3.03E-05,-5.50E-06,-5.65E-06,-1.53E-05,2.27E-05,1.90E-05,2.97E-05
6.178,-5.74E-07,8.83E-06,-9.87E-05,-4.50E-05,2.34E-05,3.27E-05,-4.74E-06,-7.05E-06,-4.51E-06,2.25E-05,2.29E-05,2.74E-05
6.1785,3.49E-07,1.02E-05,-7.82E-05,-4.42E-05,2.52E-05,3.44E-05,-3.80E-06,-8.83E-06,3.43E-06,2.25E-05,2.93E-05,2.48E-05
6.179,3.90E-06,1.04E-05,-2.79E-05,-4.44E-05,2.75E-05,3.56E-05,-2.86E-06,-1.13E-05,1.05E-05,2.36E-05,3.72E-05,2.41E-05
6.1795,8.56E-06,1.20E-05,2.28E-05,-4.42E-05,3.09E-05,3.71E-05,-2.51E-06,-1.25E-05,1.65E-05,2.54E-05,4.35E-05,2.67E-05
6.18,1.28E-05,1.56E-05,4.13E-05,-4.29E-05,3.52E-05,3.95E-05,-1.98E-06,-1.08E-05,2.18E-05,2.73E-05,4.53E-05,3.21E-05
6.1805,1.69E-05,1.92E-05,2.77E-05,-4.17E-05,4.01E-05,4.20E-05,-7.77E-07,-7.43E-06,2.67E-05,2.88E-05,4.19E-05,3.88E-05
6.181,2.15E-05,2.15E-05,4.41E-06,-4.04E-05,4.56E-05,4.45E-05,3.44E-07,-4.63E-06,3.06E-05,3.06E-05,3.61E-05,4.47E-05
6.1815,2.65E-05,2.28E-05,-1.34E-05,-3.86E-05,5.11E-05,4.55E-05,4.23E-07,-4.31E-06,3.34E-05,3.23E-05,3.26E-05,4.80E-05
6.182,3.10E-05,2.37E-05,-2.25E-05,-3.65E-05,5.44E-05,4.46E-05,1.18E-07,-6.13E-06,3.61E-05,3.22E-05,3.45E-05,4.78E-05
6.1825,3.46E-05,2.45E-05,-2.25E-05,-3.51E-05,5.45E-05,4.28E-05,5.01E-07,-8.16E-06,3.96E-05,3.07E-05,3.92E-05,4.52E-05
6.183,3.77E-05,2.60E-05,-1.88E-05,-3.54E-05,5.24E-05,4.14E-05,1.18E-06,-9.04E-06,4.33E-05,2.97E-05,4.23E-05,4.23E-05
6.1835,4.07E-05,2.83E-05,-2.42E-05,-3.73E-05,4.98E-05,4.09E-05,1.50E-06,-8.70E-06,4.61E-05,3.05E-05,4.26E-05,4.10E-05
6.184,4.32E-05,3.06E-05,-4.61E-05,-3.90E-05,4.79E-05,4.09E-05,1.57E-06,-8.53E-06,4.77E-05,3.20E-05,4.20E-05,4.19E-05
6.1845,4.43E-05,3.14E-05,-7.51E-05,-4.01E-05,4.73E-05,4.14E-05,1.52E-06,-9.35E-06,4.87E-05,3.26E-05,4.26E-05,4.39E-05
6.185,4.36E-05,3.11E-05,-9.60E-05,-4.11E-05,4.78E-05,4.17E-05,1.28E-06,-1.08E-05,4.87E-05,3.21E-05,4.48E-05,4.59E-05
6.1855,4.16E-05,3.01E-05,-0.000105074,-4.22E-05,4.72E-05,4.14E-05,1.00E-06,-1.21E-05,4.78E-05,3.15E-05,4.74E-05,4.69E-05
6.186,3.98E-05,2.87E-05,-0.000106608,-4.30E-05,4.39E-05,4.05E-05,9.36E-07,-1.30E-05,4.61E-05,3.12E-05,4.90E-05,4.66E-05
6.1865,3.82E-05,2.71E-05,-0.000102505,-4.33E-05,3.88E-05,3.95E-05,1.01E-06,-1.30E-05,4.42E-05,3.04E-05,4.95E-05,4.55E-05
6.187,3.60E-05,2.55E-05,-9.37E-05,-4.30E-05,3.38E-05,3.82E-05,1.01E-06,-1.26E-05,4.26E-05,2.79E-05,4.95E-05,4.48E-05
6.1875,3.36E-05,2.40E-05,-8.67E-05,-4.30E-05,2.95E-05,3.68E-05,7.21E-07,-1.40E-05,4.17E-05,2.48E-05,4.86E-05,4.47E-05
6.188,3.13E-05,2.22E-05,-8.70E-05,-4.42E-05,2.45E-05,3.51E-05,1.54E-08,-1.87E-05,4.17E-05,2.24E-05,4.44E-05,4.43E-05
6.1885,2.90E-05,2.06E-05,-9.01E-05,-4.58E-05,1.72E-05,3.27E-05,-8.73E-07,-2.54E-05,4.18E-05,2.18E-05,3.56E-05,4.33E-05
6.189,2.68E-05,2.00E-05,-8.66E-05,-4.61E-05,7.87E-06,2.90E-05,-1.59E-06,-3.12E-05,4.28E-05,2.36E-05,2.49E-05,4.17E-05
6.1895,2.43E-05,1.89E-05,-7.47E-05,-4.53E-05,-2.21E-06,2.46E-05,-2.01E-06,-3.40E-05,4.60E-05,2.71E-05,1.73E-05,3.93E-05
6.19,2.20E-05,1.64E-05,-5.97E-05,-4.45E-05,-1.28E-05,2.05E-05,-2.31E-06,-3.42E-05,4.97E-05,3.12E-05,1.49E-05,3.67E-05
6.1905,2.18E-05,1.33E-05,-4.75E-05,-4.45E-05,-2.40E-05,1.76E-05,-2.33E-06,-3.37E-05,4.79E-05,3.40E-05,1.62E-05,3.44E-05
6.191,2.34E-05,1.05E-05,-4.07E-05,-4.50E-05,-3.37E-05,1.57E-05,-2.11E-06,-3.33E-05,3.92E-05,3.54E-05,1.91E-05,3.36E-05
6.1915,2.29E-05,8.23E-06,-3.72E-05,-4.52E-05,-3.94E-05,1.29E-05,-2.76E-06,-3.47E-05,3.04E-05,3.56E-05,2.21E-05,3.44E-05
6.192,1.93E-05,5.94E-06,-3.72E-05,-4.55E-05,-4.17E-05,9.38E-06,-4.24E-06,-4.04E-05,2.71E-05,3.25E-05,2.32E-05,3.61E-05
6.1925,1.46E-05,3.78E-06,-4.24E-05,-4.69E-05,-4.47E-05,5.41E-06,-6.63E-06,-5.01E-05,2.54E-05,2.71E-05,2.27E-05,3.67E-05
6.193,1.03E-05,2.19E-06,-5.41E-05,-5.01E-05,-5.14E-05,1.38E-06,-8.48E-06,-6.26E-05,1.80E-05,2.35E-05,1.99E-05,3.57E-05
6.1935,7.41E-06,1.92E-07,-6.85E-05,-5.40E-05,-5.89E-05,-1.37E-06,-8.36E-06,-7.30E-05,3.35E-06,2.10E-05,1.59E-05,3.30E-05
6.194,6.35E-06,1.12E-07,-7.98E-05,-5.70E-05,-5.91E-05,-2.24E-06,-6.75E-06,-7.70E-05,-1.27E-05,1.77E-05,1.42E-05,2.95E-05
6.1945,5.59E-06,3.66E-06,-8.28E-05,-5.84E-05,-4.85E-05,-1.40E-06,-4.07E-06,-7.57E-05,-3.06E-05,1.27E-05,1.64E-05,2.61E-05
6.195,2.34E-06,6.83E-06,-7.56E-05,-5.79E-05,-3.12E-05,-5.73E-07,-1.84E-06,-7.14E-05,-6.10E-05,5.67E-06,2.08E-05,2.56E-05
6.1955,-2.32E-06,5.91E-06,-6.20E-05,-5.57E-05,-1.42E-05,-1.30E-06,-1.25E-06,-6.10E-05,-0.000104461,-1.24E-06,2.62E-05,2.86E-05
6.196,-4.40E-06,3.08E-06,-4.35E-05,-5.34E-05,-1.77E-06,-2.03E-06,-2.29E-06,-3.94E-05,-0.000142055,-4.27E-06,3.30E-05,3.25E-05
6.1965,-2.25E-06,3.52E-06,-2.50E-05,-5.23E-05,6.82E-06,-1.10E-06,-3.56E-06,-1.21E-05,-0.000149901,-1.23E-06,3.88E-05,3.56E-05
6.197,1.91E-06,5.57E-06,-1.97E-05,-5.30E-05,1.39E-05,1.03E-06,-3.64E-06,6.94E-06,-0.000108959,4.58E-06,4.12E-05,3.62E-05
6.1975,5.02E-06,5.50E-06,-2.74E-05,-5.29E-05,2.15E-05,3.09E-06,-2.90E-06,8.80E-06,-1.21E-05,9.36E-06,4.20E-05,3.58E-05
6.198,6.45E-06,4.24E-06,-3.10E-05,-5.15E-05,2.93E-05,5.35E-06,-2.21E-06,-6.67E-07,0.000115151,1.18E-05,4.44E-05,3.53E-05
6.1985,4.81E-06,3.28E-06,-1.83E-05,-4.98E-05,3.53E-05,8.41E-06,-1.67E-06,-1.11E-05,0.00022133,1.17E-05,4.82E-05,3.52E-05
6.199,1.59E-06,3.42E-06,9.98E-06,-4.75E-05,3.94E-05,1.11E-05,-9.89E-07,-1.71E-05,0.000261167,9.74E-06,5.09E-05,3.54E-05
6.1995,-8.72E-09,5.45E-06,4.81E-05,-4.38E-05,4.24E-05,1.23E-05,-2.02E-07,-1.99E-05,0.000231236,6.06E-06,5.11E-05,3.66E-05
6.2,1.36E-06,8.42E-06,8.13E-05,-4.02E-05,4.58E-05,1.29E-05,3.97E-07,-2.22E-05,0.000167285,1.20E-06,5.04E-05,3.83E-05
6.2005,6.15E-06,1.15E-05,8.66E-05,-3.79E-05,5.00E-05,1.46E-05,4.10E-07,-2.41E-05,0.00010785,-3.52E-06,5.14E-05,3.98E-05
6.201,1.42E-05,1.44E-05,6.39E-05,-3.75E-05,5.42E-05,1.74E-05,-7.03E-07,-2.54E-05,6.81E-05,-6.80E-06,5.45E-05,3.94E-05
6.2015,2.34E-05,1.61E-05,4.41E-05,-3.86E-05,5.67E-05,2.03E-05,-2.37E-06,-2.69E-05,4.31E-05,-7.92E-06,5.88E-05,3.71E-05
6.202,3.14E-05,1.67E-05,4.16E-05,-3.98E-05,5.68E-05,2.19E-05,-3.06E-06,-2.90E-05,2.53E-05,-6.96E-06,6.28E-05,3.56E-05
6.2025,3.84E-05,1.80E-05,3.23E-05,-4.00E-05,5.50E-05,2.23E-05,-2.87E-06,-3.07E-05,1.67E-05,-4.51E-06,6.55E-05,3.71E-05
6.203,4.37E-05,2.09E-05,-2.63E-06,-3.95E-05,5.26E-05,2.18E-05,-2.43E-06,-3.14E-05,2.26E-05,-1.32E-06,6.66E-05,4.04E-05
6.2035,4.72E-05,2.51E-05,-5.01E-05,-3.91E-05,5.04E-05,2.11E-05,-1.42E-06,-3.01E-05,4.03E-05,2.80E-06,6.70E-05,4.39E-05
6.204,5.07E-05,2.89E-05,-8.76E-05,-3.77E-05,4.93E-05,2.10E-05,-3.53E-07,-2.81E-05,6.13E-05,8.92E-06,6.75E-05,4.69E-05
6.2045,5.55E-05,3.11E-05,-0.000100217,-3.56E-05,4.87E-05,2.10E-05,-4.82E-07,-2.75E-05,7.79E-05,1.60E-05,6.85E-05,4.82E-05
6.205,5.97E-05,3.24E-05,-8.57E-05,-3.40E-05,4.72E-05,2.05E-05,-1.25E-06,-2.84E-05,8.57E-05,2.29E-05,6.96E-05,4.72E-05
6.2055,6.05E-05,3.31E-05,-5.75E-05,-3.33E-05,4.47E-05,1.98E-05,-1.48E-06,-3.02E-05,8.38E-05,2.80E-05,6.85E-05,4.51E-05
6.206,5.69E-05,3.36E-05,-3.38E-05,-3.31E-05,4.28E-05,1.95E-05,-1.51E-06,-3.32E-05,7.44E-05,2.98E-05,6.53E-05,4.31E-05
6.2065,5.09E-05,3.29E-05,-2.39E-05,-3.38E-05,4.23E-05,1.92E-05,-1.39E-06,-3.73E-05,6.15E-05,2.88E-05,6.25E-05,4.20E-05
6.207,4.44E-05,3.05E-05,-2.56E-05,-3.54E-05,4.26E-05,1.79E-05,-1.23E-06,-4.01E-05,4.49E-05,2.56E-05,5.95E-05,4.19E-05
6.2075,3.81E-05,2.73E-05,-3.22E-05,-3.74E-05,4.23E-05,1.64E-05,-1.40E-06,-3.99E-05,2.46E-05,2.04E-05,5.43E-05,4.23E-05
6.208,3.27E-05,2.40E-05,-3.87E-05,-3.97E-05,4.10E-05,1.47E-05,-1.83E-06,-3.81E-05,5.89E-06,1.40E-05,4.73E-05,4.23E-05
6.2085,2.94E-05,2.05E-05,-4.35E-05,-4.17E-05,3.90E-05,1.31E-05,-2.17E-06,-3.69E-05,-6.47E-06,8.29E-06,4.05E-05,4.05E-05
6.209,2.71E-05,1.68E-05,-4.47E-05,-4.27E-05,3.65E-05,1.18E-05,-2.23E-06,-3.72E-05,-1.19E-05,4.61E-06,3.57E-05,3.77E-05
6.2095,2.47E-05,1.38E-05,-3.82E-05,-4.30E-05,3.43E-05,1.05E-05,-2.42E-06,-3.85E-05,-1.27E-05,1.80E-06,3.42E-05,3.50E-05
6.21,2.18E-05,1.13E-05,-2.11E-05,-4.29E-05,3.31E-05,8.81E-06,-3.01E-06,-4.03E-05,-1.10E-05,-1.08E-06,3.50E-05,3.33E-05
6.2105,1.88E-05,8.39E-06,7.02E-06,-4.32E-05,3.26E-05,7.04E-06,-3.68E-06,-4.18E-05,-8.29E-06,-3.78E-06,3.46E-05,3.25E-05
6.211,1.63E-05,6.19E-06,4.20E-05,-4.47E-05,3.22E-05,6.08E-06,-4.08E-06,-4.24E-05,-5.27E-06,-5.38E-06,3.19E-05,3.26E-05
6.2115,1.45E-05,5.42E-06,7.21E-05,-4.72E-05,3.13E-05,5.78E-06,-4.11E-06,-4.27E-05,-2.01E-06,-4.88E-06,2.75E-05,3.28E-05
6.212,1.28E-05,4.83E-06,8.11E-05,-4.90E-05,2.93E-05,5.68E-06,-4.18E-06,-4.31E-05,1.88E-06,-1.89E-06,2.34E-05,3.25E-05
6.2125,1.12E-05,2.28E-06,6.05E-05,-4.96E-05,2.67E-05,4.30E-06,-4.48E-06,-4.40E-05,6.17E-06,2.95E-06,2.14E-05,3.20E-05
6.213,1.01E-05,-2.02E-06,1.50E-05,-4.92E-05,2.45E-05,2.18E-06,-4.71E-06,-4.48E-05,9.02E-06,8.39E-06,2.30E-05,3.16E-05
6.2135,1.00E-05,-5.11E-06,-4.51E-05,-4.78E-05,2.29E-05,8.32E-07,-4.87E-06,-4.45E-05,9.45E-06,1.36E-05,2.99E-05,3.17E-05
6.214,1.07E-05,-5.69E-06,-0.000112285,-4.60E-05,2.13E-05,7.71E-07,-5.04E-06,-4.29E-05,9.59E-06,1.80E-05,4.12E-05,3.24E-05
6.2145,1.21E-05,-4.84E-06,-0.000181525,-4.55E-05,2.11E-05,1.20E-06,-5.36E-06,-4.04E-05,1.12E-05,2.18E-05,5.10E-05,3.37E-05
6.215,1.31E-05,-4.77E-06,-0.000243532,-4.79E-05,2.24E-05,1.83E-06,-5.85E-06,-3.84E-05,1.38E-05,2.51E-05,5.09E-05,3.51E-05
6.2155,1.35E-05,-5.68E-06,-0.000274561,-5.27E-05,2.46E-05,3.14E-06,-6.12E-06,-3.80E-05,1.38E-05,2.68E-05,3.84E-05,3.67E-05
6.216,1.32E-05,-5.98E-06,-0.000246996,-5.65E-05,2.55E-05,5.12E-06,-5.70E-06,-3.88E-05,7.28E-06,2.57E-05,2.16E-05,3.83E-05
6.2165,1.24E-05,-4.08E-06,-0.000172621,-5.71E-05,2.53E-05,6.85E-06,-4.55E-06,-3.93E-05,-6.62E-06,2.23E-05,1.13E-05,4.03E-05
6.217,1.15E-05,-1.02E-06,-0.000108347,-5.43E-05,2.47E-05,8.30E-06,-2.95E-06,-3.78E-05,-2.24E-05,1.83E-05,1.10E-05,4.27E-05
6.2175,1.10E-05,1.61E-06,-8.90E-05,-5.05E-05,2.45E-05,1.04E-05,-1.34E-06,-3.38E-05,-3.25E-05,1.59E-05,1.56E-05,4.44E-05
6.218,1.19E-05,3.96E-06,-9.92E-05,-4.75E-05,2.41E-05,1.32E-05,-2.90E-07,-2.90E-05,-3.39E-05,1.62E-05,2.03E-05,4.39E-05
6.2185,1.48E-05,6.12E-06,-0.000109509,-4.42E-05,2.46E-05,1.57E-05,-1.92E-07,-2.61E-05,-3.06E-05,1.85E-05,2.47E-05,4.20E-05
6.219,1.86E-05,7.88E-06,-9.63E-05,-3.98E-05,2.57E-05,1.83E-05,-5.10E-07,-2.50E-05,-2.76E-05,2.18E-05,3.23E-05,3.98E-05
6.2195,2.14E-05,1.08E-05,-4.85E-05,-3.61E-05,2.68E-05,2.13E-05,-4.43E-08,-2.41E-05,-2.63E-05,2.51E-05,4.32E-05,3.72E-05
6.22,2.13E-05,1.45E-05,1.78E-05,-3.60E-05,2.82E-05,2.36E-05,4.82E-07,-2.39E-05,-2.68E-05,2.74E-05,5.31E-05,3.32E-05
6.2205,1.83E-05,1.74E-05,5.73E-05,-3.86E-05,2.90E-05,2.50E-05,6.97E-07,-2.39E-05,-2.79E-05,2.83E-05,5.67E-05,3.04E-05
6.221,1.54E-05,2.00E-05,3.02E-05,-4.18E-05,2.99E-05,2.69E-05,1.39E-07,-2.21E-05,-2.69E-05,2.88E-05,5.31E-05,3.00E-05
6.2215,1.64E-05,2.31E-05,-4.93E-05,-4.38E-05,3.07E-05,2.93E-05,-7.73E-07,-1.71E-05,-2.49E-05,2.99E-05,4.76E-05,3.06E-05
6.222,2.23E-05,2.64E-05,-0.000126712,-4.47E-05,3.23E-05,3.10E-05,3.11E-07,-1.14E-05,-2.58E-05,3.21E-05,4.43E-05,3.19E-05
6.2225,2.97E-05,3.17E-05,-0.000168613,-4.46E-05,3.34E-05,3.23E-05,2.09E-06,-8.55E-06,-3.23E-05,3.55E-05,4.40E-05,3.34E-05
6.223,3.58E-05,3.63E-05,-0.000181402,-4.40E-05,3.42E-05,3.29E-05,2.28E-06,-8.04E-06,-3.81E-05,3.87E-05,4.63E-05,3.33E-05
6.2235,4.14E-05,3.80E-05,-0.00018068,-4.42E-05,3.46E-05,3.33E-05,1.55E-06,-6.29E-06,-4.05E-05,4.23E-05,4.91E-05,3.24E-05
6.224,4.79E-05,3.85E-05,-0.000161253,-4.40E-05,3.47E-05,3.37E-05,1.35E-06,-2.17E-06,-4.25E-05,4.89E-05,4.96E-05,3.33E-05
6.2245,5.51E-05,3.81E-05,-0.00011274,-4.33E-05,3.54E-05,3.45E-05,1.58E-06,3.91E-06,-4.44E-05,5.77E-05,4.86E-05,3.68E-05
6.225,6.16E-05,3.72E-05,-3.89E-05,-4.19E-05,3.67E-05,3.43E-05,1.45E-06,1.06E-05,-4.01E-05,6.47E-05,5.03E-05,4.14E-05
6.2255,6.61E-05,3.61E-05,4.70E-05,-4.09E-05,3.75E-05,3.35E-05,1.40E-06,1.54E-05,-2.02E-05,6.71E-05,5.63E-05,4.44E-05
6.226,6.76E-05,3.53E-05,0.000126546,-4.15E-05,3.80E-05,3.27E-05,1.27E-06,1.60E-05,2.12E-05,6.47E-05,6.46E-05,4.60E-05
6.2265,6.59E-05,3.39E-05,0.000179979,-4.30E-05,3.86E-05,3.18E-05,6.35E-07,1.38E-05,8.11E-05,6.07E-05,7.14E-05,4.60E-05
6.227,6.15E-05,3.15E-05,0.000195429,-4.39E-05,3.91E-05,3.12E-05,-4.02E-07,1.26E-05,0.000141532,5.63E-05,7.42E-05,4.50E-05
6.2275,5.49E-05,2.85E-05,0.000173631,-4.39E-05,3.87E-05,3.05E-05,-6.31E-07,1.62E-05,0.000175888,4.91E-05,7.32E-05,4.46E-05
6.228,4.59E-05,2.59E-05,0.000126431,-4.34E-05,3.74E-05,2.98E-05,3.37E-07,2.48E-05,0.000170951,3.78E-05,6.93E-05,4.55E-05
6.2285,3.61E-05,2.39E-05,7.96E-05,-4.40E-05,3.51E-05,2.85E-05,1.24E-06,3.39E-05,0.000139705,2.25E-05,6.15E-05,4.59E-05
6.229,2.86E-05,2.13E-05,5.91E-05,-4.60E-05,3.09E-05,2.66E-05,7.40E-07,3.78E-05,0.000107253,5.53E-06,5.00E-05,4.42E-05
6.2295,2.55E-05,1.69E-05,6.08E-05,-4.86E-05,2.59E-05,2.36E-05,-3.91E-07,3.45E-05,8.70E-05,-9.80E-06,3.88E-05,4.11E-05
6.23,2.49E-05,1.14E-05,5.44E-05,-5.07E-05,2.17E-05,2.07E-05,-7.56E-07,2.73E-05,7.30E-05,-2.13E-05,3.12E-05,3.85E-05
6.2305,2.25E-05,7.08E-06,2.65E-05,-5.22E-05,1.90E-05,1.86E-05,-8.09E-07,1.84E-05,5.46E-05,-3.08E-05,2.75E-05,3.72E-05
6.231,1.58E-05,4.78E-06,-7.30E-06,-5.28E-05,1.76E-05,1.73E-05,-1.78E-06,6.27E-06,3.06E-05,-4.04E-05,2.52E-05,3.64E-05
6.2315,5.67E-06,2.61E-06,-3.01E-05,-5.24E-05,1.66E-05,1.59E-05,-3.65E-06,-1.06E-05,9.89E-06,-4.92E-05,2.16E-05,3.53E-05
6.232,-2.84E-06,-3.74E-07,-4.27E-05,-5.21E-05,1.62E-05,1.49E-05,-5.66E-06,-2.79E-05,2.71E-07,-5.47E-05,1.62E-05,3.48E-05
6.2325,-5.93E-06,-3.73E-06,-5.25E-05,-5.28E-05,1.65E-05,1.45E-05,-7.68E-06,-4.03E-05,1.27E-06,-5.50E-05,1.07E-05,3.55E-05
6.233,-5.51E-06,-5.62E-06,-6.08E-05,-5.41E-05,1.76E-05,1.39E-05,-8.96E-06,-5.27E-05,7.82E-06,-5.10E-05,7.23E-06,3.61E-05
6.2335,-5.80E-06,-5.81E-06,-6.62E-05,-5.40E-05,1.91E-05,1.24E-05,-9.92E-06,-7.97E-05,1.56E-05,-4.53E-05,6.85E-06,3.64E-05
6.234,-6.96E-06,-4.99E-06,-6.98E-05,-5.30E-05,2.04E-05,1.12E-05,-1.09E-05,-0.000123106,2.45E-05,-3.89E-05,8.69E-06,3.62E-05
6.2345,-6.63E-06,-4.04E-06,-7.25E-05,-5.21E-05,2.17E-05,1.06E-05,-1.06E-05,-0.000156385,3.41E-05,-3.21E-05,1.07E-05,3.51E-05
6.235,-4.76E-06,-2.77E-06,-7.40E-05,-5.12E-05,2.29E-05,1.10E-05,-9.09E-06,-0.000152136,4.34E-05,-2.58E-05,1.13E-05,3.35E-05
6.2355,-2.51E-06,-7.78E-07,-7.40E-05,-4.99E-05,2.44E-05,1.23E-05,-6.60E-06,-0.000116037,5.04E-05,-1.99E-05,1.12E-05,3.24E-05
6.236,5.04E-07,1.50E-06,-7.30E-05,-4.90E-05,2.54E-05,1.42E-05,-4.15E-06,-7.52E-05,5.43E-05,-1.32E-05,1.24E-05,3.18E-05
6.2365,3.86E-06,3.84E-06,-7.03E-05,-4.82E-05,2.48E-05,1.61E-05,-2.91E-06,-4.55E-05,5.32E-05,-5.54E-06,1.56E-05,3.15E-05
6.237,7.23E-06,5.90E-06,-6.51E-05,-4.75E-05,2.27E-05,1.71E-05,-2.51E-06,-2.37E-05,4.44E-05,1.98E-06,1.96E-05,3.15E-05
6.2375,1.08E-05,6.92E-06,-5.90E-05,-4.74E-05,2.12E-05,1.76E-05,-2.70E-06,-1.41E-06,3.00E-05,8.87E-06,2.33E-05,3.22E-05
6.238,1.46E-05,7.77E-06,-5.38E-05,-4.75E-05,2.19E-05,1.77E-05,-3.59E-06,2.14E-05,1.58E-05,1.52E-05,2.63E-05,3.34E-05
6.2385,1.77E-05,9.37E-06,-5.11E-05,-4.64E-05,2.44E-05,1.87E-05,-4.14E-06,3.69E-05,2.37E-06,2.06E-05,2.85E-05,3.46E-05
6.239,2.03E-05,1.20E-05,-5.31E-05,-4.39E-05,2.72E-05,2.15E-05,-3.16E-06,3.98E-05,-1.26E-05,2.44E-05,3.06E-05,3.54E-05
6.2395,2.16E-05,1.52E-05,-5.98E-05,-4.11E-05,2.90E-05,2.49E-05,-1.14E-06,3.29E-05,-2.86E-05,2.66E-05,3.37E-05,3.66E-05
6.24,2.14E-05,1.83E-05,-6.89E-05,-3.91E-05,2.92E-05,2.70E-05,3.15E-07,2.41E-05,-3.98E-05,2.81E-05,3.71E-05,3.87E-05
6.2405,2.12E-05,2.07E-05,-7.71E-05,-3.84E-05,2.86E-05,2.74E-05,1.12E-06,1.86E-05,-3.99E-05,3.00E-05,3.87E-05,4.17E-05
6.241,2.24E-05,2.26E-05,-8.28E-05,-3.92E-05,2.82E-05,2.72E-05,1.73E-06,1.70E-05,-2.87E-05,3.26E-05,3.87E-05,4.31E-05
6.2415,2.49E-05,2.49E-05,-8.69E-05,-4.01E-05,2.80E-05,2.74E-05,2.17E-06,1.82E-05,-1.12E-05,3.44E-05,4.02E-05,4.18E-05
6.242,2.80E-05,2.77E-05,-9.06E-05,-4.03E-05,2.79E-05,2.79E-05,2.33E-06,2.03E-05,6.40E-06,3.47E-05,4.58E-05,3.86E-05
6.2425,3.09E-05,3.09E-05,-9.02E-05,-4.02E-05,2.82E-05,2.85E-05,2.11E-06,2.11E-05,2.13E-05,3.40E-05,5.37E-05,3.51E-05
6.243,3.28E-05,3.37E-05,-8.12E-05,-3.97E-05,2.93E-05,2.88E-05,1.21E-06,1.89E-05,3.30E-05,3.26E-05,6.01E-05,3.29E-05
6.2435,3.38E-05,3.53E-05,-6.59E-05,-3.95E-05,3.04E-05,2.90E-05,4.77E-07,1.56E-05,4.05E-05,3.17E-05,6.27E-05,3.39E-05
6.244,3.41E-05,3.45E-05,-5.23E-05,-3.88E-05,3.03E-05,2.99E-05,4.57E-07,1.39E-05,4.38E-05,3.19E-05,6.26E-05,3.82E-05
6.2445,3.43E-05,3.18E-05,-4.41E-05,-3.71E-05,2.76E-05,3.13E-05,1.40E-06,1.48E-05,4.46E-05,3.30E-05,6.32E-05,4.50E-05
6.245,3.53E-05,2.99E-05,-3.84E-05,-3.57E-05,2.19E-05,3.23E-05,3.55E-06,1.83E-05,4.39E-05,3.50E-05,6.57E-05,5.30E-05
6.2455,3.58E-05,2.90E-05,-3.42E-05,-3.52E-05,1.36E-05,3.20E-05,5.27E-06,2.66E-05,4.20E-05,3.64E-05,6.79E-05,5.78E-05
6.246,3.51E-05,2.79E-05,-3.21E-05,-3.58E-05,4.81E-06,3.06E-05,5.38E-06,4.21E-05,3.79E-05,3.41E-05,6.79E-05,5.62E-05
6.2465,3.37E-05,2.69E-05,-2.59E-05,-3.80E-05,-2.81E-06,2.90E-05,5.13E-06,6.32E-05,3.22E-05,3.04E-05,6.67E-05,4.97E-05
6.247,3.21E-05,2.54E-05,-2.97E-06,-4.04E-05,-6.25E-06,2.78E-05,4.35E-06,7.59E-05,2.60E-05,2.92E-05,6.21E-05,4.44E-05
6.2475,2.91E-05,2.36E-05,3.96E-05,-4.14E-05,-3.97E-06,2.53E-05,3.12E-06,7.02E-05,1.93E-05,2.93E-05,5.53E-05,4.18E-05
6.248,2.56E-05,2.22E-05,7.94E-05,-4.10E-05,2.61E-06,2.17E-05,2.68E-06,5.26E-05,9.11E-06,2.73E-05,5.01E-05,3.95E-05
6.2485,2.31E-05,2.05E-05,9.20E-05,-4.06E-05,1.15E-05,1.95E-05,2.68E-06,3.63E-05,-8.60E-06,2.36E-05,4.58E-05,3.78E-05
6.249,2.20E-05,1.71E-05,7.93E-05,-4.06E-05,1.84E-05,1.75E-05,2.43E-06,2.82E-05,-3.36E-05,2.17E-05,4.20E-05,3.62E-05
6.2495,2.09E-05,1.26E-05,5.25E-05,-4.21E-05,2.25E-05,1.46E-05,2.01E-06,2.47E-05,-5.64E-05,2.10E-05,3.56E-05,3.44E-05
6.25,1.93E-05,8.24E-06,7.52E-06,-4.50E-05,2.47E-05,1.15E-05,2.21E-06,2.12E-05,-6.43E-05,2.10E-05,2.74E-05,3.40E-05
6.2505,1.70E-05,5.07E-06,-5.82E-05,-4.74E-05,2.57E-05,8.72E-06,2.08E-06,1.59E-05,-5.35E-05,2.07E-05,2.16E-05,3.50E-05
6.251,1.43E-05,1.87E-06,-0.000125281,-4.87E-05,2.62E-05,6.56E-06,1.57E-06,1.06E-05,-2.97E-05,1.95E-05,2.01E-05,3.62E-05
6.2515,1.31E-05,-1.69E-06,-0.000181915,-4.87E-05,2.69E-05,5.37E-06,3.50E-07,6.53E-06,-1.63E-06,1.81E-05,2.28E-05,3.73E-05
6.252,1.26E-05,-4.12E-06,-0.000222876,-4.85E-05,2.77E-05,5.27E-06,-9.64E-07,4.92E-06,2.91E-05,1.69E-05,2.70E-05,3.78E-05
